,Unnamed: 0,s3ic_id,num_dep,region,department,city,name,lat,lon,last_inspection,regime,seveso,family,active,code_postal,code_insee,code_naf
1383,1898,0037.02442,66,OCCITANIE,PYRENEES ORIENTALES,PERPIGNAN,RECUP AUTO (GUARDIOLA) - VHU,688999,6176301,2019-01-21,E,NS,Industries,En fonctionnement,66000,66136,45.11Z
1389,1904,0037.02587,09,OCCITANIE,ARIEGE,SAVERDUN,Malet Grands Chantiers,585774,6237757,,E,NS,Industries,En fonctionnement,09700,09282,42.11Z
1411,1930,0037.03036,30,OCCITANIE,GARD,BEAUCAIRE,Max BERTRAND,832180,6299874,2020-10-02,E,NS,Industries,En fonctionnement,30300,30032,
1415,1938,0037.03207,81,OCCITANIE,TARN,PAULINET,GAEC DE MARGOU,657311,6307967,,E,NS,Industries,En fonctionnement,81250,81203,01.45Z
1421,1945,0037.03270,46,OCCITANIE,LOT,FONTANES,PLANAVERGNE Sa,579659,6359161,,E,NS,Industries,En fonctionnement,46230,46109,
1424,1948,0037.03360,31,OCCITANIE,HAUTE GARONNE,GOURDAN POLIGNAN,ISDI COINTRE,502610,6221532,,E,NS,Industries,En fonctionnement,31210,31224,
1438,1967,0037.03900,11,OCCITANIE,AUDE,MAILHAC,CAVE LES CELLIERS DU SOLEIL,686239,6244775,,E,NS,Industries,En fonctionnement,11120,11212,11.02B
1444,1973,0037.04008,46,OCCITANIE,LOT,FAJOLES,SAS SIRTA,571471,6413032,2021-01-27,A,NS,Industries,En fonctionnement,46300,46098,
1463,2006,0038.00245,59,HAUTS-DE-FRANCE,NORD,TETEGHEM COUDEKERQUE VILLAGE,BECQUET RECUP,658825,7100597,2016-01-26,E,NS,Industries,En fonctionnement,59229,59588,
1482,2033,0038.00443,59,HAUTS-DE-FRANCE,NORD,NIEPPE,SMICTOM DES FLANDRES,689372,7065880,2019-06-07,A,NS,Industries,En fonctionnement,59850,59431,
1495,2059,0038.00588,59,HAUTS-DE-FRANCE,NORD,ROSULT,VAG PARTS (parcelle 1383),725625,7039189,2018-04-16,E,NS,Industries,En fonctionnement,59230,59511,
1510,2080,0038.00696,62,HAUTS-DE-FRANCE,PAS-DE-CALAIS,LENS,LD AUTO STORE SAS,687484,7039873,2018-10-12,E,NS,Industries,En fonctionnement,62300,62498,
1522,2104,0038.00830,62,HAUTS-DE-FRANCE,PAS-DE-CALAIS,DOURGES,DELTA3,699626,7038877,2020-10-29,A,NS,Industries,En fonctionnement,62119,62274,
1527,2118,0038.00939,62,HAUTS-DE-FRANCE,PAS-DE-CALAIS,ST AUGUSTIN,GAEC GOZE,648234,7061363,2020-07-01,E,NS,Volailles,En fonctionnement,62120,62691,01.50Z
1536,2129,0038.00975,80,HAUTS-DE-FRANCE,SOMME,MONTDIDIER,COMMUNAUTE DE COMMUNES DU GRAND ROYE,671002,6950619,2021-01-21,E,NS,Industries,En fonctionnement,80500,80561,
1543,2137,0038.01046,59,HAUTS-DE-FRANCE,NORD,DEULEMONT,SOTERNOR,696259,7069853,2017-05-02,E,NS,Industries,En fonctionnement,59890,59173,
1552,2150,0038.01118,80,HAUTS-DE-FRANCE,SOMME,VIGNACOURT,EIFFAGE TP (EX CABC),643207,6989409,2019-10-24,A,NS,Carrières,En fonctionnement,80650,80793,
1558,2159,0038.01226,59,HAUTS-DE-FRANCE,NORD,WALINCOURT SELVIGNY,SIAVED,724648,6997460,2020-06-10,E,NS,Industries,En fonctionnement,59127,59631,
1582,2243,0038.01640,80,HAUTS-DE-FRANCE,SOMME,GRIVESNES,C.A.B.C. SARL,659403,6954775,,A,NS,Carrières,En fonctionnement,80250,80390,
1591,2263,0038.01749,59,HAUTS-DE-FRANCE,NORD,CUINCY,THEYS RECYCLAGE,702180,7030571,,E,NS,Industries,En fonctionnement,59553,59165,
1594,2277,0038.01811,62,HAUTS-DE-FRANCE,PAS-DE-CALAIS,ERNY ST JULIEN,EOLIS LES HAUTES TERRES,646687,7055543,2021-05-27,A,NS,Industries,En fonctionnement,62960,62304,
1606,2313,0038.02009,80,HAUTS-DE-FRANCE,SOMME,HALLU,PARC EOLIEN DE LA HAUTE BORNE,684240,6965119,,A,NS,Industries,En fonctionnement,80320,80409,
1616,2338,0038.02207,60,HAUTS-DE-FRANCE,OISE,LE MEUX,HIRSCH ISOLATION FRANCE,682379,6917882,2020-05-14,E,NS,Industries,En fonctionnement,60880,60402,
1619,2351,0038.02351,80,HAUTS-DE-FRANCE,SOMME,SALEUX,TRABET,643646,6974124,,E,NS,Industries,En fonctionnement,80480,80724,
1628,2363,0039.00055,14,NORMANDIE,CALVADOS,LISON,GAEC LA JUMELLERIE,405023,6911952,2017-05-18,E,NS,Bovins,En fonctionnement,14330,14367,01.41Z
1637,2374,0039.00136,27,NORMANDIE,EURE,PITRES,CARRIERES ET BALLASTIERES DE NORMANDIE,570432,6915927,2018-11-22,E,NS,Industries,En fonctionnement,27590,27458,08.12Z
1649,2390,0039.00406,50,NORMANDIE,MANCHE,SAINT-JAMES,NONAIS (EARL LES),376531,6830583,2020-12-01,E,NS,Porcs,En fonctionnement,50240,50487,
1664,2410,0039.00587,76,NORMANDIE,SEINE MARITIME,ST MACLOU DE FOLLEVILLE,PARC EOLIEN DE LA PLAINE DE L'ETANTOT,561581,6954666,,A,NS,Industries,En fonctionnement,76890,76602,35.11Z
1697,2465,0039.01162,27,NORMANDIE,EURE,ST AUBIN SUR GAILLON,COLAS centrale enrobage temporaire,578670,6893184,2019-11-07,E,NS,Industries,En fonctionnement,27600,27517,42.11Z
1700,2469,0039.01180,76,NORMANDIE,SEINE MARITIME,SOTTEVILLE LES ROUEN,SNCF VOYAGEURS,562476,6925017,2020-06-24,E,NS,Industries,En fonctionnement,76300,76681,49.10Z
1704,2473,0039.01216,61,NORMANDIE,ORNE,TREMONT,IEL EXPLOITATION 69,499125,6836533,,A,NS,Industries,En fonctionnement,61390,61492,
1713,2486,0039.01342,76,NORMANDIE,SEINE MARITIME,ROUEN,DSM,557925,6927851,2020-02-19,E,NS,Industries,En fonctionnement,76100,76540,52.24A
1722,2502,0039.01496,61,NORMANDIE,ORNE,SEES,COMMUNAUTE DE COMMUNES SOURCES DE L'ORNE,490951,6837506,,E,NS,Industries,En fonctionnement,61500,61464,
1723,2505,0039.01559,76,NORMANDIE,SEINE MARITIME,ROUEN,NL LOGISTIQUE,559377,6928328,2020-12-08,E,NS,Industries,En fonctionnement,76100,76540,52.24B
1739,2530,0051.00042,02,HAUTS-DE-FRANCE,AISNE,BEAUREVOIR,DESENNE PASCAL,723735,6988650,,A,NS,Industries,En fonctionnement,02110,02057,
1748,2539,0051.00097,02,HAUTS-DE-FRANCE,AISNE,BOUE,NESTLE France SAS,749273,6990281,2020-11-24,A,NS,Industries,En fonctionnement,02450,02103,
1752,2543,0051.00114,02,HAUTS-DE-FRANCE,AISNE,BUCY LE LONG,TEREOS FRANCE (BUCY),726729,6921212,2020-10-08,A,NS,Industries,En fonctionnement,02880,02131,
1757,2548,0051.00141,02,HAUTS-DE-FRANCE,AISNE,CHATEAU THIERRY,Westfalia Separator Production France SA,729108,6881867,2013-04-23,E,NS,Industries,En fonctionnement,02400,02168,28.29B
1769,2560,0051.00204,02,HAUTS-DE-FRANCE,AISNE,CHIERRY,CERESIA,730381,6882423,2018-03-08,A,NS,Industries,En fonctionnement,02400,02187,46.21Z
1773,2564,0051.00213,02,HAUTS-DE-FRANCE,AISNE,CLACY ET THIERRET,SEVP AUTO,741931,6938521,2016-10-10,E,NS,Industries,En fonctionnement,02000,02196,
1779,2570,0051.00240,02,HAUTS-DE-FRANCE,AISNE,COURMELLES,ANETT (ex HYRIS),722282,6915722,2018-02-22,E,NS,Industries,En fonctionnement,02200,02226,77.29Z
1785,2576,0051.00277,02,HAUTS-DE-FRANCE,AISNE,ESSOMES SUR MARNE,DEFTA ESSOMES (EX OXFORD AUTOMOTIVE),726771,6881248,2015-03-05,E,NS,Industries,En fonctionnement,02400,02290,
1803,2594,0051.00349,02,HAUTS-DE-FRANCE,AISNE,GAUCHY,SOPROCOS,721353,6969622,2020-10-23,A,SH,Industries,En fonctionnement,02430,02340,20.42Z
1813,2604,0051.00394,02,HAUTS-DE-FRANCE,AISNE,ITANCOURT,Société STEF LOGISTIQUE NORD,724506,6967405,2020-06-04,A,NS,Industries,En fonctionnement,02240,02387,
1822,2614,0051.00439,02,HAUTS-DE-FRANCE,AISNE,MARLE,BAYER SAS,756253,6961466,2020-10-27,A,SH,Industries,En fonctionnement,02250,02468,
1826,2619,0051.00457,02,HAUTS-DE-FRANCE,AISNE,MONTCORNET,VIVESCIA,773082,6955190,2020-06-09,A,NS,Industries,En fonctionnement,02340,02502,46.21Z
1830,2623,0051.00466,02,HAUTS-DE-FRANCE,AISNE,MONTIGNY LENGRAIN,INTERSNACK FRANCE ex-VICO SA,707286,6921708,2018-06-25,A,NS,Industries,En fonctionnement,02290,02514,10.72Z
1836,2629,0051.00484,02,HAUTS-DE-FRANCE,AISNE,NEUVILLE ST AMAND,GIE SICALOG,723153,6969444,2020-12-15,A,SH,Industries,En fonctionnement,02100,02549,
1848,2642,0051.00565,02,HAUTS-DE-FRANCE,AISNE,ROYAUCOURT ET CHAILVET,ATP SAS,738913,6934067,2013-05-22,E,NS,Industries,En fonctionnement,02000,02661,
1852,2647,0051.00592,02,HAUTS-DE-FRANCE,AISNE,ST QUENTIN,SEVP AUTO,717948,6970105,2016-03-08,E,NS,Industries,En fonctionnement,02100,02691,
1883,2679,0051.00790,02,HAUTS-DE-FRANCE,AISNE,VILLERS COTTERETS,SGI,707515,6905271,2019-12-20,A,NS,Industries,En fonctionnement,02600,02810,25.61Z
1898,2696,0051.00899,60,HAUTS-DE-FRANCE,OISE,BEAUVAIS,Auto Service (Société ...),635112,6925523,2020-11-19,E,NS,Industries,En fonctionnement,60000,60057,45.20A
1901,2699,0051.00907,60,HAUTS-DE-FRANCE,OISE,BEAUVAIS,BEREZECKI,635826,6924647,2019-10-15,A,NS,Industries,En fonctionnement,60000,60057,25.61Z
1908,2707,0051.00943,60,HAUTS-DE-FRANCE,OISE,BOREST,VALFRANCE,676894,6901621,2020-05-29,A,NS,Industries,En fonctionnement,60300,60087,46.21Z
1923,2724,0051.00998,60,HAUTS-DE-FRANCE,OISE,CHAMANT,CHANEL PARFUMS BEAUTE,671163,6902023,2018-04-26,E,NS,Industries,En fonctionnement,60300,60138,
1928,2729,0051.01032,60,HAUTS-DE-FRANCE,OISE,CHIRY OURSCAMP,PASTACORP (ex RCL - RIVOIRE),697042,6937285,2016-03-22,A,NS,Industries,En fonctionnement,60138,60150,
1941,2744,0051.01078,60,HAUTS-DE-FRANCE,OISE,COMPIEGNE,COLGATE PALMOLIVE,688495,6925784,2020-06-18,A,SB,Industries,En fonctionnement,60200,60159,
1943,2746,0051.01087,60,HAUTS-DE-FRANCE,OISE,COUDUN,DUO METAL (ex GOUX),686740,6928541,2020-02-11,A,NS,Industries,En fonctionnement,60150,60166,70.10Z
1950,2753,0051.01104,60,HAUTS-DE-FRANCE,OISE,CREPY EN VALOIS,Carrefour Supply Chain (EX LCM),693560,6903447,2018-06-28,E,NS,Industries,En fonctionnement,60800,60176,
1957,2761,0051.01159,60,HAUTS-DE-FRANCE,OISE,ERCUIS,ORFEVRERIE D'ERCUIS,649449,6903980,2018-02-27,A,NS,Industries,En fonctionnement,60530,60212,32.12Z
1969,2774,0051.01195,60,HAUTS-DE-FRANCE,OISE,ESTREES ST DENIS,MATERIAUX ENROBES DE L'OISE (ex MORIN),674107,6926720,2015-03-11,E,NS,Industries,En fonctionnement,60190,60223,
1975,2782,0051.01230,60,HAUTS-DE-FRANCE,OISE,GUISCARD,THERMAL PRODUCTS  FRANCE,704070,6951349,2016-09-27,E,NS,Industries,En fonctionnement,60640,60291,28.25Z
1981,2789,0051.01267,60,HAUTS-DE-FRANCE,OISE,LASSIGNY,B.R.I. ex YVES SAINT LAURENT,689458,6943588,2020-07-09,A,NS,Industries,En fonctionnement,60310,60350,
1997,2805,0051.01339,60,HAUTS-DE-FRANCE,OISE,LE MEUX,UNILEVER FRANCE HPC Industries,682103,6916979,2019-12-03,A,NS,Industries,En fonctionnement,60880,60402,
2002,2811,0051.01375,60,HAUTS-DE-FRANCE,OISE,NANTEUIL LE HAUDOUIN,GEB,685125,6893512,2020-06-23,A,NS,Industries,En fonctionnement,60440,60446,
2004,2813,0051.01384,60,HAUTS-DE-FRANCE,OISE,LA DRENNE,GAEC ALLUYN,634819,6913392,,E,NS,Bovins,En fonctionnement,60790,60196,01.11Z
2008,2817,0051.01410,60,HAUTS-DE-FRANCE,OISE,NOGENT SUR OISE,NSO ENERGIES,660749,6908300,2019-10-04,E,NS,Industries,En fonctionnement,60180,60463,
2041,2857,0051.01555,60,HAUTS-DE-FRANCE,OISE,ST LEU D ESSERENT,NORCHIM,658021,6901929,2020-09-17,A,NS,Industries,En fonctionnement,60340,60584,20.14Z
2050,2867,0051.01636,60,HAUTS-DE-FRANCE,OISE,VENETTE,PLASTIC OMNIUM AUTO INERGY FRANCE,686101,6924104,2019-07-16,A,NS,Industries,En fonctionnement,60280,60665,22.29A
2069,2889,0051.01744,80,HAUTS-DE-FRANCE,SOMME,AILLY SUR NOYE,COTTINET,654357,6963113,2015-12-07,A,NS,Industries,En fonctionnement,80250,80010,25.50B
2073,2893,0051.01753,80,HAUTS-DE-FRANCE,SOMME,BUIGNY ST MACLOU,SCEA COTE DE LA JUSTICE,616546,7005453,2020-06-11,A,NS,Bovins,En fonctionnement,80132,80149,01.50Z
2100,2923,0051.01951,80,HAUTS-DE-FRANCE,SOMME,AUBIGNY,CTRE RECHERCHE DEVELOPPEMENT NESTLE,662166,6978454,2003-10-23,A,NS,Industries,En fonctionnement,80800,80036,71.12B
2106,2930,0051.01988,80,HAUTS-DE-FRANCE,SOMME,BERNAVILLE,SFG (Ste Française de Galvanoplastie),639755,7004628,2019-06-11,A,NS,Industries,En fonctionnement,80370,80086,22.29A
2112,2938,0051.02031,80,HAUTS-DE-FRANCE,SOMME,BRAY LES MAREUIL,EARL PISCICULTURE FELDMANN,618030,6996147,2017-10-18,A,NS,Industries,En fonctionnement,80580,80135,03.22Z
2140,2972,0051.02185,80,HAUTS-DE-FRANCE,SOMME,FEUQUIERES EN VIMEU,AUER,599366,6996991,2020-11-30,E,NS,Industries,En fonctionnement,80210,80308,27.52Z
2152,2990,0051.02266,80,HAUTS-DE-FRANCE,SOMME,FRIVILLE ESCARBOTIN,MARCHIO SA,595348,6999364,2020-01-21,A,NS,Industries,En fonctionnement,80130,80368,25.61Z
2169,3012,0051.02374,80,HAUTS-DE-FRANCE,SOMME,PERONNE,BONDUELLE EUROPE LONG LIFE,703115,6975172,2020-09-15,A,SB,Industries,En fonctionnement,80200,80620,
2199,3045,0051.02536,80,HAUTS-DE-FRANCE,SOMME,ST QUENTIN EN TOURMONT,MARCANTERRA Bois et Plantes,598695,7020947,2017-07-06,A,NS,Industries,En fonctionnement,80120,80713,55.10Z
2206,3053,0051.02581,80,HAUTS-DE-FRANCE,SOMME,VECQUEMONT,ROQUETTE  FRERES,660298,6976950,2020-12-04,A,SB,Industries,En fonctionnement,80800,80785,
2210,3058,0051.02590,80,HAUTS-DE-FRANCE,SOMME,VILLERS BRETONNEUX,ORTEC SERVICES ENVIRONNEMENT-TRD,666603,6973913,2020-10-20,A,SB,Industries,En fonctionnement,80800,80799,38.22Z
2220,3068,0051.02725,02,HAUTS-DE-FRANCE,AISNE,CHEVRESIS MONCEAU,LVM-TP,744755,6962417,2020-09-04,A,NS,Carrières,En fonctionnement,02270,02184,43.12A
2233,3082,0051.03003,60,HAUTS-DE-FRANCE,OISE,BARON,SAMIN ,681115,6899636,2020-05-27,A,NS,Carrières,En fonctionnement,60300,60047,
2237,3086,0051.03021,60,HAUTS-DE-FRANCE,OISE,BORAN SUR OISE,Carrière de BORAN (Ex Chaux de Boran),653641,6899185,2018-05-24,E,NS,Industries,En fonctionnement,60820,60086,23.52Z
2241,3092,0051.03148,60,HAUTS-DE-FRANCE,OISE,NOGENT SUR OISE,VIOLET Bernard,660481,6907908,2017-10-19,A,NS,Carrières,En fonctionnement,60180,60463,
2250,3104,0051.03292,80,HAUTS-DE-FRANCE,SOMME,AUMONT,AFR (mairie d'Aumont),622524,6975390,2018-07-12,A,NS,Carrières,En fonctionnement,80640,80041,
2256,3112,0051.03391,80,HAUTS-DE-FRANCE,SOMME,LE CROTOY,SAMOG SAS (ex SCR) Le Crotoy,601518,7015772,2019-08-02,A,NS,Carrières,En fonctionnement,80550,80228,
2282,3141,0051.03634,02,HAUTS-DE-FRANCE,AISNE,FOLEMBRAY,CERESIA,720899,6939136,2016-12-15,E,NS,Industries,En fonctionnement,02670,02318,46.21Z
2302,3165,0051.03733,02,HAUTS-DE-FRANCE,AISNE,VILLENEUVE ST GERMAIN,VALOR'AISNE,726780,6919410,2018-10-22,E,NS,Industries,En fonctionnement,02200,02805,38.11Z
2310,3173,0051.03779,02,HAUTS-DE-FRANCE,AISNE,VILLENEUVE ST GERMAIN,CHEMETALL  SAS,726786,6919079,2018-10-09,A,NS,Industries,En fonctionnement,02200,02805,
2312,3175,0051.03788,80,HAUTS-DE-FRANCE,SOMME,POULAINVILLE,Recycling Car  COFFIGNIEZ,650730,6984740,2016-02-12,E,NS,Industries,En fonctionnement,80260,80639,
2316,3180,0051.03805,80,HAUTS-DE-FRANCE,SOMME,CAPPY,PIERRES DE CAPPY SARL,683050,6980774,2020-02-18,A,NS,Carrières,En fonctionnement,80340,80172,
2334,3202,0051.03904,60,HAUTS-DE-FRANCE,OISE,VERNEUIL EN HALATTE,DISTRIBUTION SANITAIRES CHAUFFAGE,663557,6907273,2013-04-18,E,NS,Industries,En fonctionnement,60550,60670,46.73B
2336,3205,0051.03922,02,HAUTS-DE-FRANCE,AISNE,ACY,SAICA PACK (ex RCO),730796,6919015,2020-12-01,A,NS,Industries,En fonctionnement,02200,02003,
2345,3214,0051.03968,02,HAUTS-DE-FRANCE,AISNE,CHAOURSE,MATT,773523,6956251,2017-12-06,A,NS,Industries,En fonctionnement,02340,02160,
2347,3216,0051.03977,80,HAUTS-DE-FRANCE,SOMME,AMIENS,COLAS NORD EST exColas Nor Cale émulsion,647989,6982981,2017-06-08,A,NS,Industries,En fonctionnement,80000,80021,
2356,3227,0051.04039,60,HAUTS-DE-FRANCE,OISE,LAGNY LE SEC,CNH FRANCE,680801,6887953,2016-05-18,A,NS,Industries,En fonctionnement,60330,60341,52.10B
2363,3234,0051.04066,80,HAUTS-DE-FRANCE,SOMME,CHEPY,DECAYEUX S.T.I. (CHEPY),602271,6997350,2014-11-05,E,NS,Industries,En fonctionnement,80210,80190,
2367,3243,0051.04129,02,HAUTS-DE-FRANCE,AISNE,ATHIES SOUS LAON,SCI du Champ du Roy - PAPIN Philippe,747967,6941594,2021-02-23,E,NS,Industries,En fonctionnement,02840,02028,
2381,3257,0051.04246,02,HAUTS-DE-FRANCE,AISNE,MARGIVAL,SOREMET (ex PECQUET TESSON,729602,6925194,,A,NS,Industries,En fonctionnement,02880,02464,
2386,3262,0051.04381,60,HAUTS-DE-FRANCE,OISE,LE PLESSIS BELLEVILLE,DARTY,682314,6889463,2016-12-06,A,NS,Industries,En fonctionnement,60330,60500,47.54Z
2394,3270,0051.04417,60,HAUTS-DE-FRANCE,OISE,BEAUVAIS,Auto Service (Société ...),635355,6925442,2015-05-29,E,NS,Industries,En fonctionnement,60000,60057,
2409,3286,0051.04534,02,HAUTS-DE-FRANCE,AISNE,ROUVROY,ALKOR,723620,6974618,2014-05-22,E,NS,Industries,En fonctionnement,02100,02659,
2415,3292,0051.04552,02,HAUTS-DE-FRANCE,AISNE,PAARS,Carrières de Dompierre (ex ATMI/FORLOC),744110,6914192,2017-11-16,A,NS,Carrières,En fonctionnement,02220,02581,
2441,3323,0051.04688,60,HAUTS-DE-FRANCE,OISE,QUINCAMPOIX FLEUZY,EURIAL ULTRA FRAIS (SENAGRAL / SENOBLE),610658,6962295,2020-06-04,A,NS,Industries,En fonctionnement,60220,60521,10.51A
2445,3327,0051.04714,60,HAUTS-DE-FRANCE,OISE,BUSSY,SDP AUTO ,697646,6947247,2020-03-05,E,NS,Industries,En fonctionnement,60400,60117,45.20A
2450,3333,0051.04741,02,HAUTS-DE-FRANCE,AISNE,LA FLAMENGRIE,HAUDROY AUTO PIECES,768595,6990468,2021-02-22,E,NS,Industries,En fonctionnement,02260,02312,38.32Z
2466,3358,0051.04921,60,HAUTS-DE-FRANCE,OISE,SENLIS,OD SNC,669957,6902646,2016-11-28,E,NS,Industries,En fonctionnement,60300,60612,64.20Z
2470,3367,0051.04949,02,HAUTS-DE-FRANCE,AISNE,BLESMES,CHAMPAGNE MARTEL ET CIE,732494,6882226,2020-02-25,E,NS,Industries,En fonctionnement,02400,02094,
2476,3374,0051.05010,02,HAUTS-DE-FRANCE,AISNE,HARTENNES ET TAUX,MJ CONDITIONNEMENT,726264,6907624,2018-09-05,A,NS,Industries,En fonctionnement,02210,02372,20.41Z
2480,3379,0051.05056,02,HAUTS-DE-FRANCE,AISNE,BEAUTOR,GSM Secteur Picardie,723106,6952502,2020-07-02,A,NS,Carrières,En fonctionnement,02800,02059,
2481,3381,0051.05074,80,HAUTS-DE-FRANCE,SOMME,LIHONS,GURDEBEKE SA,681915,6969039,2021-03-15,A,NS,Industries,En fonctionnement,80320,80481,
2508,3412,0051.05407,60,HAUTS-DE-FRANCE,OISE,RESSONS SUR MATZ,FM France,680593,6936842,2020-03-10,A,SH,Industries,En fonctionnement,60490,60533,49.41A
2519,3425,0051.05489,80,HAUTS-DE-FRANCE,SOMME,FONTAINE SOUS MONTDIDIER,NORIAP  Fontaine,662033,6949241,2020-08-21,A,NS,Industries,En fonctionnement,80500,80326,46.21Z
2521,3427,0051.05498,02,HAUTS-DE-FRANCE,AISNE,LEHAUCOURT,GROUPE CARRE LEHAUCOURT,720438,6979800,2020-06-03,E,NS,Industries,En fonctionnement,02420,02374,46.21Z
2527,3433,0051.05560,60,HAUTS-DE-FRANCE,OISE,CANLY,RECALL FRANCE,678877,6921265,2013-06-06,E,NS,Industries,En fonctionnement,60680,60125,
2541,3450,0051.05722,80,HAUTS-DE-FRANCE,SOMME,GLISY,GEANT CASINO CENTRE COMMERCIAL,655102,6974325,2017-06-29,E,NS,Industries,En fonctionnement,80440,80379,
2550,3463,0051.05795,02,HAUTS-DE-FRANCE,AISNE,SOMMETTE EAUCOURT,GARAGE ALEXANDRE David,707114,6960282,2016-01-27,E,NS,Industries,En fonctionnement,02480,02726,45.11Z
2555,3468,0051.05830,80,HAUTS-DE-FRANCE,SOMME,FINS,LEDEUX ERIC HOLDING,701985,6993216,2021-02-10,A,NS,Industries,En fonctionnement,80360,80312,46.77Z
2567,3482,0051.05902,02,HAUTS-DE-FRANCE,AISNE,CREPY,CARRIERE DU LAONNOIS (SARL),735217,6946149,2014-07-23,A,NS,Carrières,En fonctionnement,02870,02238,08.12Z
2572,3489,0051.05993,80,HAUTS-DE-FRANCE,SOMME,ALLERY,MORAND Bruno (ESPACE AUTO),619988,6985239,2019-02-21,A,NS,Industries,En fonctionnement,80270,80019,
2583,3503,0051.06109,60,HAUTS-DE-FRANCE,OISE,PASSEL,KOHLER FRANCE,697624,6939398,2020-10-09,A,NS,Industries,En fonctionnement,60400,60488,
2588,3508,0051.06145,02,HAUTS-DE-FRANCE,AISNE,BRAINE,EVN SARL,739272,6916122,2014-08-06,E,NS,Industries,En fonctionnement,02220,02110,
2592,3512,0051.06172,02,HAUTS-DE-FRANCE,AISNE,LES SEPTVALLONS,EQIOM GRANULATS,750438,6920131,2020-11-05,A,NS,Carrières,En fonctionnement,02160,02439,70.10Z
2609,3529,0051.06415,60,HAUTS-DE-FRANCE,OISE,ST MAXIMIN,SA Carrières DEGAN,660832,6901315,2020-10-05,A,NS,Carrières,En fonctionnement,60740,60589,
2619,3541,0051.06523,60,HAUTS-DE-FRANCE,OISE,ST MAXIMIN,SPAT,659783,6901474,2020-08-04,A,NS,Industries,En fonctionnement,60740,60589,38.11Z
2625,3547,0051.06541,02,HAUTS-DE-FRANCE,AISNE,ALAINCOURT,AISNE GRANULATS,726924,6962146,2020-09-29,A,NS,Carrières,En fonctionnement,02240,02009,08.11Z
2657,3579,0051.06749,60,HAUTS-DE-FRANCE,OISE,ALLONNE,REMONDIS DD (ex Ets DECAMP-DUBOS),637139,6922267,2018-07-03,A,NS,Industries,En fonctionnement,60000,60009,
2659,3581,0051.06758,02,HAUTS-DE-FRANCE,AISNE,SISSONNE,SPECIALITES TA,764007,6941611,2019-06-21,E,NS,Industries,En fonctionnement,02150,02720,
2661,3583,0051.06767,80,HAUTS-DE-FRANCE,SOMME,THIEULLOY L ABBAYE,SMIRTOM Picardie Ouest,623759,6971780,2017-09-05,A,NS,Industries,En fonctionnement,80640,80754,
2672,3594,0051.06848,60,HAUTS-DE-FRANCE,OISE,ONS EN BRAY,EDILIANS,622805,6925346,2020-11-24,A,NS,Carrières,En fonctionnement,60650,60477,
2674,3597,0051.06857,02,HAUTS-DE-FRANCE,AISNE,BRAINE,EVN SARL,738870,6915256,2017-04-25,A,NS,Industries,En fonctionnement,02220,02110,
2688,3617,0051.07171,02,HAUTS-DE-FRANCE,AISNE,CAMELIN,BJP,710548,6936255,2018-03-08,E,NS,Industries,En fonctionnement,02300,02140,
2701,3632,0051.07261,02,HAUTS-DE-FRANCE,AISNE,LEHAUCOURT,PARC EOLIEN OMISSY 2,719927,6978662,2017-06-20,A,NS,Industries,En fonctionnement,02420,02374,
2731,3666,0051.07379,80,HAUTS-DE-FRANCE,SOMME,LAUCOURT,PARC EOLIEN LAUCOURT ENERGIES - VALOREM,682999,6950194,2013-04-15,A,NS,Industries,En fonctionnement,80700,80467,
2751,3686,0051.07405,80,HAUTS-DE-FRANCE,SOMME,BOUILLANCOURT EN SERY,PARC EOLIEN SFE,601483,6987588,2014-08-13,A,NS,Industries,En fonctionnement,80220,80120,
2759,3694,0051.07414,80,HAUTS-DE-FRANCE,SOMME,AIGNEVILLE,PARC EOLIEN CEHOC - VENTURA,597812,6994628,2013-06-12,A,NS,Industries,En fonctionnement,80210,80008,
2764,3699,0051.07441,80,HAUTS-DE-FRANCE,SOMME,FRESSENNEVILLE,SAS CGN Europe Energy (CGN EE),596649,6995403,2018-11-08,A,NS,Industries,En fonctionnement,80390,80360,71.12B
2780,3719,0051.07496,60,HAUTS-DE-FRANCE,OISE,PONT STE MAXENCE,PAPREC NORD,669852,6911795,2020-11-23,A,NS,Industries,En fonctionnement,60700,60509,
2785,3724,0051.07513,80,HAUTS-DE-FRANCE,SOMME,HANGEST EN SANTERRE,PARC EOLIEN  Santerre Energies,666793,6963627,2020-06-18,A,NS,Industries,En fonctionnement,80134,80415,
2793,3732,0051.07522,02,HAUTS-DE-FRANCE,AISNE,OMISSY,EOLE SAINT-QUENTIN NORD,721368,6975608,2020-01-21,A,NS,Industries,En fonctionnement,02100,02571,35.11Z
2801,3740,0051.07531,80,HAUTS-DE-FRANCE,SOMME,ROYE,PARC EOLIEN BOIS GUILLAUME (ENERTRAG),684406,6952863,2013-01-10,A,NS,Industries,En fonctionnement,80700,80685,
2804,3743,0051.07540,80,HAUTS-DE-FRANCE,SOMME,MIRAUMONT,PARC EOLIEN DU COQUELICOT 2 (H2AIR),679475,7001778,2020-06-24,A,NS,Industries,En fonctionnement,80300,80549,
2808,3749,0051.07559,80,HAUTS-DE-FRANCE,SOMME,QUESNOY SUR AIRAINES,PARC EOLIEN FE de QUESNOY SUR AIRAINES,628288,6983107,,A,NS,Industries,En fonctionnement,80270,80655,
